,x,y,objID,label
212,1282.0,7268.0,1.0,1.0
213,1282.0,7272.0,1.0,1.0
214,1282.0,7275.0,1.0,1.0
215,1282.0,7280.0,1.0,1.0
216,1281.0,7283.0,1.0,1.0
217,1280.0,7290.0,1.0,1.0
218,1280.0,7292.0,1.0,1.0
219,1280.0,7297.0,1.0,1.0
220,1280.0,7299.0,1.0,1.0
221,1281.0,7300.0,1.0,1.0
222,1281.0,7303.0,1.0,1.0
223,1281.0,7307.0,1.0,1.0
224,1282.0,7313.0,1.0,1.0
225,1282.0,7319.0,1.0,1.0
226,1282.0,7321.0,1.0,1.0
227,1282.0,7323.0,1.0,1.0
228,1282.0,7326.0,1.0,1.0
229,1281.0,7328.0,1.0,1.0
230,1281.0,7329.0,1.0,1.0
231,1278.0,7332.0,1.0,1.0
232,1278.0,7334.0,1.0,1.0
233,1277.0,7335.0,1.0,1.0
234,1277.0,7336.0,1.0,1.0
235,1276.0,7337.0,1.0,1.0
236,1276.0,7338.0,1.0,1.0
237,1275.0,7340.0,1.0,1.0
238,1274.0,7341.0,1.0,1.0
239,1273.0,7342.0,1.0,1.0
240,1270.0,7343.0,1.0,1.0
241,1270.0,7344.0,1.0,1.0
242,1269.0,7344.0,1.0,1.0
243,1268.0,7345.0,1.0,1.0
244,1268.0,7346.0,1.0,1.0
245,1266.0,7348.0,1.0,1.0
246,1265.0,7349.0,1.0,1.0
247,1261.0,7350.0,1.0,1.0
248,1260.0,7351.0,1.0,1.0
249,1260.0,7352.0,1.0,1.0
250,1259.0,7357.0,1.0,1.0
251,1259.0,7358.0,1.0,1.0
252,1257.0,7359.0,1.0,1.0
253,1255.0,7360.0,1.0,1.0
254,1255.0,7363.0,1.0,1.0
255,1251.0,7368.0,1.0,1.0
256,1872.0,7141.0,2.0,1.0
257,1876.0,7143.0,2.0,1.0
258,1879.0,7144.0,2.0,1.0
259,1881.0,7146.0,2.0,1.0
260,1888.0,7150.0,2.0,1.0
261,1890.0,7150.0,2.0,1.0
262,1896.0,7152.0,2.0,1.0
263,1899.0,7152.0,2.0,1.0
264,1903.0,7152.0,2.0,1.0
265,1907.0,7152.0,2.0,1.0
266,1909.0,7152.0,2.0,1.0
267,1913.0,7152.0,2.0,1.0
268,1916.0,7152.0,2.0,1.0
269,1918.0,7152.0,2.0,1.0
270,1921.0,7152.0,2.0,1.0
271,1922.0,7152.0,2.0,1.0
272,1924.0,7150.0,2.0,1.0
273,1925.0,7150.0,2.0,1.0
274,1928.0,7150.0,2.0,1.0
275,1931.0,7150.0,2.0,1.0
276,1934.0,7150.0,2.0,1.0
277,1939.0,7149.0,2.0,1.0
278,1939.0,7147.0,2.0,1.0
279,1940.0,7147.0,2.0,1.0
280,1940.0,7146.0,2.0,1.0
281,1942.0,7146.0,2.0,1.0
282,1943.0,7146.0,2.0,1.0
283,1943.0,7144.0,2.0,1.0
284,1946.0,7143.0,2.0,1.0
285,1949.0,7143.0,2.0,1.0
286,1952.0,7141.0,2.0,1.0
287,1955.0,7138.0,2.0,1.0
288,1960.0,7137.0,2.0,1.0
289,1961.0,7135.0,2.0,1.0
290,1964.0,7132.0,2.0,1.0
291,1967.0,7131.0,2.0,1.0
292,1970.0,7128.0,2.0,1.0
293,1972.0,7128.0,2.0,1.0
294,1975.0,7125.0,2.0,1.0
295,1978.0,7122.0,2.0,1.0
296,1981.0,7116.0,2.0,1.0
297,1982.0,7113.0,2.0,1.0
298,1984.0,7110.0,2.0,1.0
299,1985.0,7109.0,2.0,1.0
300,1987.0,7107.0,2.0,1.0
301,1988.0,7104.0,2.0,1.0
302,1990.0,7101.0,2.0,1.0
303,1990.0,7098.0,2.0,1.0
304,1991.0,7098.0,2.0,1.0
305,1991.0,7097.0,2.0,1.0
306,1993.0,7095.0,2.0,1.0
307,1993.0,7094.0,2.0,1.0
308,1993.0,7089.0,2.0,1.0
309,1996.0,7088.0,2.0,1.0
310,1997.0,7086.0,2.0,1.0
311,1999.0,7085.0,2.0,1.0
312,1999.0,7083.0,2.0,1.0
313,1999.0,7082.0,2.0,1.0
314,1999.0,7080.0,2.0,1.0
315,2000.0,7080.0,2.0,1.0
316,2001.0,7076.0,2.0,1.0
317,2004.0,7073.0,2.0,1.0
318,2004.0,7068.0,2.0,1.0
319,2006.0,7062.0,2.0,1.0
320,2007.0,7062.0,2.0,1.0
321,2007.0,7061.0,2.0,1.0
322,2007.0,7059.0,2.0,1.0
323,2010.0,7056.0,2.0,1.0
324,2010.0,7055.0,2.0,1.0
325,2012.0,7050.0,2.0,1.0
326,2013.0,7049.0,2.0,1.0
327,2015.0,7044.0,2.0,1.0
328,2015.0,7043.0,2.0,1.0
329,2016.0,7041.0,2.0,1.0
330,2018.0,7038.0,2.0,1.0
331,2019.0,7035.0,2.0,1.0
332,2019.0,7031.0,2.0,1.0
333,2021.0,7028.0,2.0,1.0
334,2021.0,7025.0,2.0,1.0
335,2022.0,7021.0,2.0,1.0
336,2022.0,7019.0,2.0,1.0
337,2021.0,7016.0,2.0,1.0
338,2021.0,7013.0,2.0,1.0
339,2019.0,7012.0,2.0,1.0
340,2018.0,7009.0,2.0,1.0
341,2016.0,7004.0,2.0,1.0
342,2015.0,7004.0,2.0,1.0
343,2012.0,7003.0,2.0,1.0
344,2010.0,7001.0,2.0,1.0
345,2009.0,7000.0,2.0,1.0
346,2007.0,7000.0,2.0,1.0
347,2006.0,6998.0,2.0,1.0
348,2004.0,6998.0,2.0,1.0
349,1999.0,6998.0,2.0,1.0
350,1997.0,6998.0,2.0,1.0
351,1993.0,7000.0,2.0,1.0
352,1991.0,7001.0,2.0,1.0
353,1990.0,7001.0,2.0,1.0
354,1985.0,7001.0,2.0,1.0
355,1984.0,7003.0,2.0,1.0
356,1981.0,7003.0,2.0,1.0
357,1979.0,7004.0,2.0,1.0
358,1978.0,7006.0,2.0,1.0
359,1976.0,7006.0,2.0,1.0
360,1975.0,7006.0,2.0,1.0
361,1975.0,7007.0,2.0,1.0
362,1973.0,7009.0,2.0,1.0
363,1972.0,7010.0,2.0,1.0
364,1970.0,7012.0,2.0,1.0
365,1969.0,7013.0,2.0,1.0
366,1969.0,7015.0,2.0,1.0
367,1967.0,7015.0,2.0,1.0
368,1967.0,7016.0,2.0,1.0
369,1964.0,7018.0,2.0,1.0
370,1964.0,7021.0,2.0,1.0
371,1963.0,7021.0,2.0,1.0
372,1963.0,7023.0,2.0,1.0
373,1963.0,7025.0,2.0,1.0
374,1961.0,7025.0,2.0,1.0
375,1961.0,7026.0,2.0,1.0
376,1961.0,7028.0,2.0,1.0
377,1961.0,7032.0,2.0,1.0
378,1960.0,7034.0,2.0,1.0
379,1960.0,7037.0,2.0,1.0
380,1961.0,7038.0,2.0,1.0
381,1961.0,7040.0,2.0,1.0
382,1963.0,7049.0,2.0,1.0
383,1964.0,7049.0,2.0,1.0
384,1971.0,7048.0,2.0,1.0
385,1971.0,7050.0,2.0,1.0
386,1973.0,7051.0,2.0,1.0
387,1973.0,7053.0,2.0,1.0
388,1973.0,7054.0,2.0,1.0
389,1973.0,7056.0,2.0,1.0
390,1973.0,7059.0,2.0,1.0
391,1973.0,7062.0,2.0,1.0
392,1974.0,7063.0,2.0,1.0
393,1974.0,7068.0,2.0,1.0
394,1974.0,7069.0,2.0,1.0
395,1974.0,7071.0,2.0,1.0
396,1974.0,7074.0,2.0,1.0
397,1973.0,7075.0,2.0,1.0
398,1973.0,7078.0,2.0,1.0
399,1973.0,7080.0,2.0,1.0
400,1973.0,7081.0,2.0,1.0
401,1971.0,7083.0,2.0,1.0
402,1970.0,7084.0,2.0,1.0
403,1967.0,7084.0,2.0,1.0
404,1965.0,7086.0,2.0,1.0
405,1962.0,7090.0,2.0,1.0
406,1962.0,7092.0,2.0,1.0
407,1961.0,7092.0,2.0,1.0
408,1959.0,7093.0,2.0,1.0
409,1959.0,7095.0,2.0,1.0
410,1958.0,7095.0,2.0,1.0
411,1956.0,7095.0,2.0,1.0
412,1953.0,7095.0,2.0,1.0
413,1950.0,7096.0,2.0,1.0
414,1949.0,7098.0,2.0,1.0
415,1947.0,7098.0,2.0,1.0
416,1944.0,7100.0,2.0,1.0
417,1944.0,7102.0,2.0,1.0
418,1943.0,7102.0,2.0,1.0
419,1941.0,7103.0,2.0,1.0
420,1940.0,7103.0,2.0,1.0
421,1938.0,7103.0,2.0,1.0
422,1938.0,7105.0,2.0,1.0
423,1935.0,7105.0,2.0,1.0
424,1932.0,7105.0,2.0,1.0
425,1929.0,7105.0,2.0,1.0
426,1926.0,7105.0,2.0,1.0
427,1923.0,7105.0,2.0,1.0
428,1922.0,7105.0,2.0,1.0
429,1917.0,7105.0,2.0,1.0
430,1911.0,7103.0,2.0,1.0
431,1908.0,7103.0,2.0,1.0
432,1905.0,7103.0,2.0,1.0
433,1903.0,7102.0,2.0,1.0
434,1901.0,7102.0,2.0,1.0
435,1900.0,7100.0,2.0,1.0
436,1898.0,7099.0,2.0,1.0
437,1898.0,7096.0,2.0,1.0
438,1898.0,7093.0,2.0,1.0
439,1900.0,7090.0,2.0,1.0
440,1900.0,7089.0,2.0,1.0
441,1900.0,7087.0,2.0,1.0
442,1900.0,7081.0,2.0,1.0
443,1901.0,7078.0,2.0,1.0
444,1901.0,7077.0,2.0,1.0
445,1901.0,7075.0,2.0,1.0
446,1901.0,7072.0,2.0,1.0
447,1903.0,7071.0,2.0,1.0
448,1903.0,7066.0,2.0,1.0
449,1903.0,7063.0,2.0,1.0
450,1904.0,7062.0,2.0,1.0
451,1904.0,7060.0,2.0,1.0
452,1905.0,7059.0,2.0,1.0
453,1907.0,7058.0,2.0,1.0
454,1907.0,7056.0,2.0,1.0
455,1907.0,7055.0,2.0,1.0
456,1907.0,7053.0,2.0,1.0
457,1909.0,7053.0,2.0,1.0
458,1909.0,7050.0,2.0,1.0
459,1909.0,7049.0,2.0,1.0
460,1909.0,7047.0,2.0,1.0
461,1909.0,7046.0,2.0,1.0
462,1909.0,7044.0,2.0,1.0
463,1909.0,7043.0,2.0,1.0
464,1909.0,7041.0,2.0,1.0
465,1907.0,7040.0,2.0,1.0
466,1906.0,7038.0,2.0,1.0
467,1904.0,7037.0,2.0,1.0
468,1903.0,7037.0,2.0,1.0
469,1901.0,7037.0,2.0,1.0
470,1900.0,7037.0,2.0,1.0
471,1899.0,7037.0,2.0,1.0
472,1896.0,7035.0,2.0,1.0
473,1894.0,7035.0,2.0,1.0
474,1891.0,7035.0,2.0,1.0
475,1890.0,7035.0,2.0,1.0
476,1887.0,7035.0,2.0,1.0
477,1885.0,7035.0,2.0,1.0
478,1884.0,7035.0,2.0,1.0
479,1881.0,7035.0,2.0,1.0
480,1878.0,7035.0,2.0,1.0
481,1876.0,7035.0,2.0,1.0
482,1873.0,7035.0,2.0,1.0
483,1870.0,7037.0,2.0,1.0
484,1869.0,7037.0,2.0,1.0
485,1867.0,7037.0,2.0,1.0
486,1866.0,7038.0,2.0,1.0
487,1864.0,7038.0,2.0,1.0
488,1863.0,7038.0,2.0,1.0
489,1863.0,7040.0,2.0,1.0
490,1860.0,7041.0,2.0,1.0
491,1857.0,7044.0,2.0,1.0
492,1854.0,7047.0,2.0,1.0
493,1852.0,7047.0,2.0,1.0
494,1852.0,7049.0,2.0,1.0
495,1851.0,7052.0,2.0,1.0
496,1851.0,7055.0,2.0,1.0
497,1849.0,7059.0,2.0,1.0
498,1848.0,7062.0,2.0,1.0
499,1848.0,7068.0,2.0,1.0
500,1849.0,7073.0,2.0,1.0
501,1849.0,7079.0,2.0,1.0
502,1848.0,7088.0,2.0,1.0
503,1849.0,7091.0,2.0,1.0
504,1849.0,7092.0,2.0,1.0
505,1849.0,7095.0,2.0,1.0
506,1851.0,7101.0,2.0,1.0
507,1852.0,7104.0,2.0,1.0
508,1852.0,7107.0,2.0,1.0
509,1852.0,7109.0,2.0,1.0
510,1854.0,7110.0,2.0,1.0
511,1855.0,7115.0,2.0,1.0
512,1857.0,7118.0,2.0,1.0
513,1858.0,7121.0,2.0,1.0
514,1858.0,7122.0,2.0,1.0
515,1860.0,7122.0,2.0,1.0
516,1860.0,7123.0,2.0,1.0
517,1860.0,7125.0,2.0,1.0
518,1861.0,7126.0,2.0,1.0
519,1863.0,7128.0,2.0,1.0
520,1863.0,7129.0,2.0,1.0
521,1864.0,7131.0,2.0,1.0
522,1866.0,7132.0,2.0,1.0
523,1867.0,7132.0,2.0,1.0
524,1869.0,7134.0,2.0,1.0
525,1872.0,7135.0,2.0,1.0
526,1872.0,7141.0,2.0,1.0
527,2231.0,6857.0,3.0,1.0
528,2231.0,6856.0,3.0,1.0
529,2240.0,6853.0,3.0,1.0
530,2243.0,6853.0,3.0,1.0
531,2252.0,6853.0,3.0,1.0
532,2255.0,6851.0,3.0,1.0
533,2256.0,6851.0,3.0,1.0
534,2258.0,6851.0,3.0,1.0
535,2259.0,6851.0,3.0,1.0
536,2261.0,6850.0,3.0,1.0
537,2264.0,6847.0,3.0,1.0
538,2267.0,6847.0,3.0,1.0
539,2268.0,6844.0,3.0,1.0
540,2270.0,6842.0,3.0,1.0
541,2274.0,6841.0,3.0,1.0
542,2277.0,6839.0,3.0,1.0
543,2279.0,6838.0,3.0,1.0
544,2282.0,6836.0,3.0,1.0
545,2282.0,6835.0,3.0,1.0
546,2283.0,6833.0,3.0,1.0
547,2285.0,6832.0,3.0,1.0
548,2286.0,6830.0,3.0,1.0
549,2288.0,6829.0,3.0,1.0
550,2289.0,6827.0,3.0,1.0
551,2291.0,6826.0,3.0,1.0
552,2294.0,6824.0,3.0,1.0
553,2295.0,6824.0,3.0,1.0
554,2297.0,6823.0,3.0,1.0
555,2298.0,6821.0,3.0,1.0
556,2301.0,6820.0,3.0,1.0
557,2305.0,6818.0,3.0,1.0
558,2308.0,6815.0,3.0,1.0
559,2313.0,6812.0,3.0,1.0
560,2317.0,6809.0,3.0,1.0
561,2317.0,6805.0,3.0,1.0
562,2319.0,6805.0,3.0,1.0
563,2319.0,6803.0,3.0,1.0
564,2320.0,6802.0,3.0,1.0
565,2322.0,6802.0,3.0,1.0
566,2322.0,6800.0,3.0,1.0
567,2323.0,6799.0,3.0,1.0
568,2325.0,6798.0,3.0,1.0
569,2326.0,6796.0,3.0,1.0
570,2329.0,6796.0,3.0,1.0
571,2334.0,6793.0,3.0,1.0
572,2337.0,6792.0,3.0,1.0
573,2340.0,6789.0,3.0,1.0
574,2343.0,6784.0,3.0,1.0
575,2346.0,6781.0,3.0,1.0
576,2347.0,6780.0,3.0,1.0
577,2350.0,6778.0,3.0,1.0
578,2352.0,6777.0,3.0,1.0
579,2356.0,6774.0,3.0,1.0
580,2361.0,6772.0,3.0,1.0
581,2364.0,6771.0,3.0,1.0
582,2365.0,6769.0,3.0,1.0
583,2367.0,6768.0,3.0,1.0
584,2368.0,6766.0,3.0,1.0
585,2368.0,6765.0,3.0,1.0
586,2370.0,6763.0,3.0,1.0
587,2370.0,6762.0,3.0,1.0
588,2371.0,6760.0,3.0,1.0
589,2371.0,6759.0,3.0,1.0
590,2373.0,6757.0,3.0,1.0
591,2373.0,6754.0,3.0,1.0
592,2374.0,6753.0,3.0,1.0
593,2374.0,6751.0,3.0,1.0
594,2374.0,6750.0,3.0,1.0
595,2373.0,6750.0,3.0,1.0
596,2371.0,6747.0,3.0,1.0
597,2370.0,6745.0,3.0,1.0
598,2368.0,6744.0,3.0,1.0
599,2365.0,6744.0,3.0,1.0
600,2364.0,6744.0,3.0,1.0
601,2359.0,6744.0,3.0,1.0
602,2356.0,6744.0,3.0,1.0
603,2356.0,6745.0,3.0,1.0
604,2353.0,6748.0,3.0,1.0
605,2352.0,6748.0,3.0,1.0
606,2349.0,6750.0,3.0,1.0
607,2347.0,6751.0,3.0,1.0
608,2346.0,6753.0,3.0,1.0
609,2344.0,6754.0,3.0,1.0
610,2343.0,6757.0,3.0,1.0
611,2341.0,6760.0,3.0,1.0
612,2337.0,6763.0,3.0,1.0
613,2335.0,6765.0,3.0,1.0
614,2334.0,6766.0,3.0,1.0
615,2331.0,6766.0,3.0,1.0
616,2328.0,6768.0,3.0,1.0
617,2326.0,6769.0,3.0,1.0
618,2325.0,6772.0,3.0,1.0
619,2320.0,6772.0,3.0,1.0
620,2320.0,6774.0,3.0,1.0
621,2319.0,6774.0,3.0,1.0
622,2316.0,6775.0,3.0,1.0
623,2316.0,6777.0,3.0,1.0
624,2314.0,6777.0,3.0,1.0
625,2313.0,6778.0,3.0,1.0
626,2310.0,6780.0,3.0,1.0
627,2308.0,6780.0,3.0,1.0
628,2307.0,6781.0,3.0,1.0
629,2305.0,6783.0,3.0,1.0
630,2304.0,6783.0,3.0,1.0
631,2300.0,6786.0,3.0,1.0
632,2298.0,6787.0,3.0,1.0
633,2297.0,6789.0,3.0,1.0
634,2295.0,6789.0,3.0,1.0
635,2294.0,6792.0,3.0,1.0
636,2292.0,6792.0,3.0,1.0
637,2291.0,6793.0,3.0,1.0
638,2288.0,6793.0,3.0,1.0
639,2286.0,6796.0,3.0,1.0
640,2285.0,6796.0,3.0,1.0
641,2282.0,6799.0,3.0,1.0
642,2282.0,6800.0,3.0,1.0
643,2280.0,6800.0,3.0,1.0
644,2279.0,6803.0,3.0,1.0
645,2276.0,6805.0,3.0,1.0
646,2274.0,6805.0,3.0,1.0
647,2271.0,6806.0,3.0,1.0
648,2268.0,6808.0,3.0,1.0
649,2267.0,6806.0,3.0,1.0
650,2264.0,6806.0,3.0,1.0
651,2262.0,6806.0,3.0,1.0
652,2258.0,6808.0,3.0,1.0
653,2255.0,6808.0,3.0,1.0
654,2253.0,6809.0,3.0,1.0
655,2250.0,6811.0,3.0,1.0
656,2246.0,6812.0,3.0,1.0
657,2244.0,6812.0,3.0,1.0
658,2244.0,6814.0,3.0,1.0
659,2241.0,6815.0,3.0,1.0
660,2241.0,6817.0,3.0,1.0
661,2238.0,6817.0,3.0,1.0
662,2235.0,6820.0,3.0,1.0
663,2234.0,6821.0,3.0,1.0
664,2232.0,6823.0,3.0,1.0
665,2231.0,6824.0,3.0,1.0
666,2228.0,6824.0,3.0,1.0
667,2225.0,6827.0,3.0,1.0
668,2223.0,6827.0,3.0,1.0
669,2222.0,6829.0,3.0,1.0
670,2220.0,6829.0,3.0,1.0
671,2220.0,6830.0,3.0,1.0
672,2217.0,6832.0,3.0,1.0
673,2216.0,6833.0,3.0,1.0
674,2214.0,6835.0,3.0,1.0
675,2197.0,6842.0,3.0,1.0
676,2191.0,6844.0,3.0,1.0
677,2188.0,6848.0,3.0,1.0
678,2186.0,6851.0,3.0,1.0
679,2185.0,6853.0,3.0,1.0
680,2182.0,6854.0,3.0,1.0
681,2180.0,6854.0,3.0,1.0
682,2179.0,6856.0,3.0,1.0
683,2177.0,6856.0,3.0,1.0
684,2176.0,6856.0,3.0,1.0
685,2173.0,6857.0,3.0,1.0
686,2171.0,6857.0,3.0,1.0
687,2170.0,6859.0,3.0,1.0
688,2167.0,6859.0,3.0,1.0
689,2165.0,6860.0,3.0,1.0
690,2162.0,6860.0,3.0,1.0
691,2159.0,6863.0,3.0,1.0
692,2156.0,6863.0,3.0,1.0
693,2153.0,6865.0,3.0,1.0
694,2150.0,6866.0,3.0,1.0
695,2147.0,6869.0,3.0,1.0
696,2146.0,6871.0,3.0,1.0
697,2144.0,6874.0,3.0,1.0
698,2144.0,6877.0,3.0,1.0
